% time (yyyyDDD),wavelength (nm),irradiance (W/m^2/nm),uncertainty (unitless)
1999047,92.25,1.8829110558726825E-5,0.08995068818330765
1999047,92.35,3.066159843001515E-5,0.07335101813077927
1999047,92.45,7.930220817797817E-6,0.26040247082710266
1999047,92.55,7.4580889304343145E-6,0.24856191873550415
1999047,92.65,2.223388582933694E-5,0.11140051484107971
1999047,92.75,3.0956496175349457E-6,0.6234537959098816
1999047,92.85,1.6979055317278835E-6,0.7078022956848145
1999047,92.95,3.0412556952796876E-6,0.5997471809387207
1999047,93.05,2.4329283405677415E-5,0.0950576588511467
1999047,93.15,1.2741527825710364E-5,0.18755914270877838
1999047,93.25,2.701331595744705E-6,0.4857616722583771
1999047,93.35,2.4792847398202866E-5,0.10198362171649933
1999047,93.45,3.0018825327715604E-6,0.5756411552429199
1999047,93.55,1.2324441058808588E-6,0.5853546857833862
1999047,93.65,2.965444764413405E-6,0.6055775880813599
1999047,93.75,4.354319389676675E-5,0.05040869489312172
1999047,93.85,2.5920013285940513E-5,0.07713550329208374
1999047,93.95,2.332516942260554E-6,0.7912591695785522
1999047,94.05,2.239357854705304E-6,1.646774411201477
1999047,94.15,1.2498948080974515E-6,1.051900029182434
1999047,94.25,3.1443839816347463E-6,0.806904137134552
1999047,94.35,2.4814742118905997E-6,0.7712133526802063
1999047,94.45,1.697169864200987E-5,0.15428808331489563
1999047,94.55,4.474366050999379E-6,0.5495476722717285
1999047,94.65,2.032827524089953E-6,0.8084288835525513
1999047,94.75,4.2678370846260805E-6,3.4008595943450928
1999047,94.85,5.7325455600221176E-6,0.2971963882446289
1999047,94.95,8.453470218228176E-5,0.037148166447877884
1999047,95.05,4.519609865383245E-5,0.053296349942684174
1999047,95.15,3.4196896194771398E-6,0.698113203048706
1999047,95.25,2.1103057861182606E-6,0.9172319769859314
1999047,95.35,2.0427783056220505E-6,0.9275427460670471
1999047,95.45,2.5618294330342906E-6,1.9621788263320923
1999047,95.55,2.806131988108973E-6,1.785869836807251
1999047,95.65,4.1470566429779865E-6,3.4146311283111572
1999047,95.75,4.141966655879514E-6,3.426001787185669
1999047,95.85,4.142945726925973E-6,0.7040871977806091
1999047,95.95,3.4697259252425283E-6,1.1564733982086182
1999047,96.05,4.160538992437068E-6,3.3838369846343994
1999047,96.15,4.189023002254544E-6,3.402416229248047
1999047,96.25,4.492315838433569E-6,3.1807305812835693
1999047,96.35,4.342550255387323E-6,3.3691227436065674
1999047,96.45,4.675547188526252E-6,3.233767509460449
1999047,96.55,4.50486413683393E-6,3.311553716659546
1999047,96.65,4.306959908717545E-6,3.353109836578369
1999047,96.75,3.5703978937817737E-6,2.24277663230896
1999047,96.85,3.97496569348732E-6,2.6837351322174072
1999047,96.95,2.1526880118472036E-6,1.1318585872650146
1999047,97.05,2.5496931357338326E-6,1.063867449760437
1999047,97.15,1.9608944057836197E-5,0.11622267961502075
1999047,97.25,1.8136014114134014E-4,0.02574634924530983
1999047,97.35,3.776536323130131E-5,0.06382016837596893
1999047,97.45,5.428684289654484E-6,0.6841588616371155
1999047,97.55,6.3804864112171344E-6,0.8546255230903625
1999047,97.65,6.366822635754943E-4,0.06838850677013397
1999047,97.75,0.0010597638320177794,0.03284633904695511
1999047,97.85,1.3997086171002593E-5,0.29983797669410706
1999047,97.95,5.697906544810394E-6,1.1541376113891602
1999047,98.05,5.02730836160481E-6,1.197158694267273
1999047,98.15,6.312124241958372E-6,0.9997534155845642
1999047,98.25,4.720820015791105E-6,1.5513949394226074
1999047,98.35,5.59724549020757E-6,1.2825409173965454
1999047,98.45,5.302822501107585E-6,1.344982385635376
1999047,98.55,4.169355179328704E-6,1.1742738485336304
1999047,98.65,4.130453817197122E-6,1.1841436624526978
1999047,98.75,4.4968091970076784E-6,2.147517681121826
1999047,98.85,1.6221703845076263E-5,0.1179656907916069
1999047,98.95,3.357821697136387E-5,0.07486489415168762
1999047,99.05,2.9519527743104845E-5,0.07273249328136444
1999047,99.15,7.772075332468376E-5,0.046174321323633194
1999047,99.25,2.8990327336941846E-5,0.09713529050350189
1999047,99.35,6.892938017699635E-6,0.7189359664916992
1999047,99.45,6.960878181416774E-6,0.7110487818717957
1999047,99.55,5.371209681470646E-6,0.9494984745979309
1999047,99.65,4.851767698710319E-6,1.0166884660720825
1999047,99.75,7.112436833267566E-6,0.7174091935157776
1999047,99.85,4.794558662979398E-6,1.1179306507110596
1999047,99.95,1.1438672117947135E-5,0.3705717623233795
1999047,100.05,7.0005853558541276E-6,0.7890949249267578
1999047,100.15,4.207282472634688E-6,1.2576457262039185
1999047,100.25,3.816367552644806E-6,1.3030751943588257
1999047,100.35,3.869845841109054E-6,1.3398388624191284
1999047,100.45,4.040524345327867E-6,1.33925461769104
1999047,100.55,5.604199031949975E-6,1.0416264533996582
1999047,100.65,6.536982709803851E-6,0.9047993421554565
1999047,100.75,4.6376239879464265E-6,1.26002037525177
1999047,100.85,6.425071660487447E-6,0.8923521041870117
1999047,100.95,9.989521458919626E-6,0.49830445647239685
1999047,101.05,1.595851244928781E-5,0.27707770466804504
1999047,101.15,5.344609235180542E-6,1.1519800424575806
1999047,101.25,5.835036063217558E-6,1.1487030982971191
1999047,101.35,5.096288532513427E-6,1.3271772861480713
1999047,101.45,5.610294920188608E-6,1.243956208229065
1999047,101.55,7.76747128838906E-6,0.8435083627700806
1999047,101.65,6.764697900507599E-6,1.0200092792510986
1999047,101.75,9.440831490792334E-6,0.6555699706077576
1999047,101.85,8.103595064312685E-6,0.8793952465057373
1999047,101.95,6.933741133252624E-6,1.0948457717895508
1999047,102.05,7.226967227325076E-6,0.9337961673736572
1999047,102.15,1.1524320143507794E-5,0.47920528054237366
1999047,102.25,7.349287443503272E-6,0.9462864398956299
1999047,102.35,9.178276741295122E-6,0.6848318576812744
1999047,102.45,3.988239768659696E-5,0.1258145570755005
1999047,102.55,7.045551901683211E-4,0.031022584065794945
1999047,102.65,3.043291799258441E-4,0.03972538933157921
1999047,102.75,5.7548350014258176E-5,0.054977815598249435
1999047,102.85,2.5931705749826506E-5,0.13192525506019592
1999047,102.95,9.526004760118667E-6,0.6206961274147034
1999047,103.05,9.831385796132963E-6,0.6095165014266968
1999047,103.15,3.799479454755783E-4,0.05480879545211792
1999047,103.25,3.530758840497583E-4,0.040165286511182785
1999047,103.35,1.1309837645967491E-5,0.45051130652427673
1999047,103.45,9.067515748029109E-6,0.6833500266075134
1999047,103.55,1.7439624571125023E-5,0.23975075781345367
1999047,103.65,1.207897366839461E-4,0.04205939918756485
1999047,103.75,3.8133590715005994E-4,0.031099198386073112
1999047,103.85,7.000332698225975E-5,0.06118365004658699
1999047,103.95,9.934805348166265E-6,0.3789006173610687
1999047,104.05,8.25578081276035E-6,0.503462016582489
1999047,104.15,1.0832332009158563E-5,0.31762340664863586
1999047,104.25,7.008355169091374E-6,0.724233090877533
1999047,104.35,6.160056727821939E-6,0.819265604019165
1999047,104.45,6.068672973924549E-6,0.8313318490982056
1999047,104.55,6.633636076003313E-6,0.769733726978302
1999047,104.65,6.464675607276149E-6,0.8556617498397827
1999047,104.75,6.480876891146181E-6,0.8836379051208496
1999047,104.85,6.816547738708323E-6,0.7986244559288025
1999047,104.95,7.2446055128239095E-6,0.6783367991447449
1999047,105.05,6.313738595054019E-6,0.6796678304672241
1999047,105.15,6.762395969417412E-6,0.8700068593025208
1999047,105.25,7.348961844400037E-6,0.7784547209739685
1999047,105.35,7.465266207873356E-6,0.7683655619621277
1999047,105.45,7.903642654127907E-6,0.7524467706680298
1999047,105.55,7.865291081543546E-6,0.7970367074012756
1999047,105.65,7.95981668488821E-6,0.8055410385131836
1999047,105.75,8.054342288232874E-6,0.7948015332221985
1999047,105.85,8.148875167535152E-6,0.7934843301773071
1999047,105.95,8.243400770879816E-6,0.656988263130188
1999047,106.05,8.33792637422448E-6,1060.0
1999047,106.15,8.432451977569144E-6,1061.0
1999047,106.25,8.526977580913808E-6,1062.0
1999047,106.35,8.621510460216086E-6,1063.0
1999047,106.45,8.71603606356075E-6,1064.0
1999047,106.55,8.810561666905414E-6,1065.0
1999047,106.65,8.905087270250078E-6,1066.0
1999047,106.75,8.999612873594742E-6,1067.0
1999047,106.85,9.09414575289702E-6,1068.0
1999047,106.95,9.188671356241684E-6,1069.0
1999047,107.05,9.283196959586348E-6,1070.0
1999047,107.15,9.377723472425714E-6,1071.0
1999047,107.25,9.472249075770378E-6,1072.0
1999047,107.35,9.566781955072656E-6,1073.0
1999047,107.45,9.66130755841732E-6,1074.0
1999047,107.55,9.755833161761984E-6,1075.0
1999047,107.65,9.850358765106648E-6,1076.0
1999047,107.75,9.944884368451312E-6,1077.0
1999047,107.85,1.003941724775359E-5,1078.0
1999047,107.95,1.0133942851098254E-5,1079.0
1999047,108.05,1.0228468454442918E-5,1080.0
1999047,108.15,1.0322994057787582E-5,1081.0
1999047,108.25,1.0417519661132246E-5,1082.0
1999047,108.35,1.0512052540434524E-5,1083.0
1999047,108.45,1.0606578143779188E-5,1084.0
1999047,108.55,1.0701103747123852E-5,1085.0
1999047,108.65,1.0795629350468516E-5,1086.0
1999047,108.75,1.089015495381318E-5,1087.0
1999047,108.85,1.0984687833115458E-5,1088.0
1999047,108.95,1.1079213436460122E-5,1089.0
1999047,109.05,1.1173739039804786E-5,1090.0
1999047,109.15,1.126826464314945E-5,1091.0
1999047,109.25,1.1362790246494114E-5,1092.0
1999047,109.35,1.1457323125796393E-5,1093.0
1999047,109.45,1.1551848729141057E-5,1094.0
1999047,109.55,1.164637433248572E-5,1095.0
1999047,109.65,1.1740899935830384E-5,1096.0
1999047,109.75,1.1835425539175048E-5,1097.0
1999047,109.85,1.1929958418477327E-5,1098.0
1999047,109.95,1.202448402182199E-5,1099.0
1999047,110.05,1.2119009625166655E-5,1100.0
1999047,110.15,1.2213535228511319E-5,1101.0
1999047,110.25,1.2308060831855983E-5,1102.0
1999047,110.35,1.240259371115826E-5,1103.0
1999047,110.45,1.2497119314502925E-5,1104.0
1999047,110.55,1.2591644917847589E-5,1105.0
1999047,110.65,1.2686170521192253E-5,1106.0
1999047,110.75,1.2780696124536917E-5,1107.0
1999047,110.85,1.2875229003839195E-5,1108.0
1999047,110.95,1.2969754607183859E-5,1109.0
1999047,111.05,1.3064281120023225E-5,1110.0
1999047,111.15,1.3158805813873187E-5,1111.0
1999047,111.25,1.3253332326712552E-5,1112.0
1999047,111.35,1.3347864296520129E-5,1113.0
1999047,111.45,1.3442390809359495E-5,1114.0
1999047,111.55,1.3536915503209457E-5,1115.0
1999047,111.65,1.3631442016048823E-5,1116.0
1999047,111.75,1.3725967619393487E-5,1117.0
1999047,111.85,1.3820500498695765E-5,1118.0
1999047,111.95,1.3915026102040429E-5,1119.0
1999047,112.05,1.4009551705385093E-5,1120.0
1999047,112.15,1.4104077308729757E-5,1121.0
1999047,112.25,1.4198603821569122E-5,1122.0
1999047,112.35,1.42931367008714E-5,1123.0
1999047,112.45,1.4387662304216065E-5,1124.0
1999047,112.55,1.4482186998066027E-5,1125.0
1999047,112.65,1.457671260141069E-5,1126.0
1999047,112.75,1.4671239114250056E-5,1127.0
1999047,112.85,1.4765771084057633E-5,1128.0
1999047,112.95,1.4860297596896999E-5,1129.0
1999047,113.05,1.4954823200241663E-5,1130.0
1999047,113.15,1.5049347894091625E-5,1131.0
1999047,113.25,1.514387440693099E-5,1132.0
1999047,113.35,1.5238406376738567E-5,1133.0
1999047,113.45,1.5332932889577933E-5,1134.0
1999047,113.55,1.5427458492922597E-5,1135.0
1999047,113.65,1.5521982277277857E-5,1136.0
1999047,113.75,1.5616509699611925E-5,1137.0
1999047,113.85,1.57110407599248E-5,1138.0
1999047,113.95,1.5805568182258867E-5,1139.0
1999047,114.05,1.590009378560353E-5,1140.0
1999047,114.15,1.5994619388948195E-5,1141.0
1999047,114.25,1.608914499229286E-5,1142.0
1999047,114.35,1.6183677871595137E-5,1143.0
1999047,114.45,1.62782034749398E-5,1144.0
1999047,114.55,1.6372729078284465E-5,1145.0
1999047,114.65,1.646725468162913E-5,1146.0
1999047,114.75,1.6561780284973793E-5,1147.0
1999047,114.85,1.665631316427607E-5,1148.0
1999047,114.95,1.6750838767620735E-5,1149.0
1999047,115.05,1.68453643709654E-5,0.08097611367702484
1999047,115.15,2.2765905669075437E-5,0.07254444062709808
1999047,115.25,2.717699680943042E-5,0.06110408902168274
1999047,115.35,1.6832431356306188E-5,0.0719190463423729
1999047,115.45,1.682077709119767E-5,0.07223450392484665
1999047,115.55,2.3473548935726285E-5,0.06157166510820389
1999047,115.65,2.8391257728799246E-5,0.054700497537851334
1999047,115.75,2.6493291443330236E-5,0.0587657205760479
1999047,115.85,2.970889545395039E-5,0.05351938679814339
1999047,115.95,2.0821809812332503E-5,0.05960412323474884
1999047,116.05,2.0506733562797308E-5,0.0613890141248703
1999047,116.15,2.8575297619681805E-5,0.04703892022371292
1999047,116.25,2.3295655410038307E-5,0.05326385051012039
1999047,116.35,2.291449527547229E-5,0.053099025040864944
1999047,116.45,2.4176079023163766E-5,0.051040831953287125
1999047,116.55,2.467419471940957E-5,0.05041539669036865
1999047,116.65,3.319967072457075E-5,0.04288080707192421
1999047,116.75,3.2965159334708005E-5,0.0414380244910717
1999047,116.85,2.5562369046383537E-5,0.046688806265592575
1999047,116.95,2.8374875910230912E-5,0.04651574790477753
1999047,117.05,4.009611438959837E-5,0.038053400814533234
1999047,117.15,3.6401848774403334E-5,0.04318012297153473
1999047,117.25,3.5374894650885835E-5,0.04493130370974541
1999047,117.35,2.869328818633221E-5,0.05596655607223511
1999047,117.45,1.2355257058516145E-4,0.03990498185157776
1999047,117.55,4.0741125121712685E-4,0.025792613625526428
1999047,117.65,2.1510798251256347E-4,0.03657296299934387
1999047,117.75,4.7590143367415294E-5,0.05891727656126022
1999047,117.85,3.357659443281591E-5,0.04535653069615364
1999047,117.95,2.961314021376893E-5,0.04673735424876213
1999047,118.05,2.826239142450504E-5,0.040149375796318054
1999047,118.15,3.044559525733348E-5,0.03436622768640518
1999047,118.25,3.119756729574874E-5,0.03546377271413803
1999047,118.35,3.489252048893832E-5,0.03451230004429817
1999047,118.45,3.5946955904364586E-5,0.03307810425758362
1999047,118.55,3.8066234992584214E-5,0.0332021601498127
1999047,118.65,3.8678597775287926E-5,0.03357217088341713
1999047,118.75,3.987994205090217E-5,0.03255464509129524
1999047,118.85,4.256837200955488E-5,0.032833971083164215
1999047,118.95,5.427940413937904E-5,0.035626303404569626
1999047,119.05,7.247161556733772E-5,0.03970588743686676
1999047,119.15,4.62004572909791E-5,0.041797980666160583
1999047,119.25,4.888877447228879E-5,0.041513845324516296
1999047,119.35,7.10158419678919E-5,0.03968176618218422
1999047,119.45,8.633708057459444E-5,0.0411965548992157
1999047,119.55,5.4986492614261806E-5,0.038481004536151886
1999047,119.65,5.1732076826738194E-5,0.04090830311179161
1999047,119.75,6.217556801857427E-5,0.03848850727081299
1999047,119.85,5.951934144832194E-5,0.038951609283685684
1999047,119.95,8.308811811730266E-5,0.03111090324819088
1999047,120.05,8.48213821882382E-5,0.03385929763317108
1999047,120.15,7.043396180961281E-5,0.031342338770627975
1999047,120.25,5.865368802915327E-5,0.02876373939216137
1999047,120.35,6.455564289353788E-5,0.02692999877035618
1999047,120.45,7.429418474202976E-5,0.03216871991753578
1999047,120.55,1.4915924111846834E-4,0.06464173644781113
1999047,120.65,0.0010274354135617614,0.047976650297641754
1999047,120.75,3.107184311375022E-4,0.05132710933685303
1999047,120.85,9.70441906247288E-5,0.026240086182951927
1999047,120.95,1.1397218622732908E-4,0.028311079367995262
1999047,121.05,1.353017578367144E-4,0.03832639381289482
1999047,121.15,1.876509195426479E-4,0.026846228167414665
1999047,121.25,3.0325533589348197E-4,0.060765739530324936
1999047,121.35,6.442966405302286E-4,0.057343740016222
1999047,121.45,0.006532043684273958,0.05012272670865059
1999047,121.55,0.052073292434215546,0.03331013023853302
1999047,121.65,0.02472429908812046,0.03933782875537872
1999047,121.75,0.0012076785787940025,0.028898144140839577
1999047,121.85,5.035944632254541E-4,0.022445539012551308
1999047,121.95,2.2238586097955704E-4,0.02440960705280304
1999047,122.05,1.5546336362604052E-4,0.025222988799214363
1999047,122.15,1.1584954336285591E-4,0.024890955537557602
1999047,122.25,9.536466677673161E-5,0.024362269788980484
1999047,122.35,7.907723920652643E-5,0.0248787309974432
1999047,122.45,7.176156213972718E-5,0.024672191590070724
1999047,122.55,6.374224176397547E-5,0.02781728282570839
1999047,122.65,5.566808977164328E-5,0.031055426225066185
1999047,122.75,5.431875615613535E-5,0.029395461082458496
1999047,122.85,5.07945405843202E-5,0.02965278923511505
1999047,122.95,4.659009209717624E-5,0.029511576518416405
1999047,123.05,4.282966983737424E-5,0.030412597581744194
1999047,123.15,3.9924820157466456E-5,0.030482476577162743
1999047,123.25,3.9056845707818866E-5,0.031756751239299774
1999047,123.35,3.8149781175889075E-5,0.03191143646836281
1999047,123.45,3.619987910497002E-5,0.0318475104868412
1999047,123.55,3.509615271468647E-5,0.03157994523644447
1999047,123.65,3.360346454428509E-5,0.036796387284994125
1999047,123.75,3.405689858482219E-5,0.04251886159181595
1999047,123.85,1.281200529774651E-4,0.03616132214665413
1999047,123.95,8.08494005468674E-5,0.04015912860631943
1999047,124.05,3.2448126148665324E-5,0.046068526804447174
1999047,124.15,3.791402923525311E-5,0.04467079043388367
1999047,124.25,8.435468043899164E-5,0.0371231883764267
1999047,124.35,5.078521280665882E-5,0.03943512216210365
1999047,124.45,2.7645350201055408E-5,0.04633240029215813
1999047,124.55,2.7243591830483638E-5,0.04217379912734032
1999047,124.65,2.6958798116538674E-5,0.04428291320800781
1999047,124.75,3.0476634492515586E-5,0.04108665883541107
1999047,124.85,2.3530947146355174E-5,0.043293245136737823
